,Origin,Destination,distance
464,21316.0,21611.0,1498.5939999999998
465,22508.0,21611.0,1882.0449999999996
466,21016.0,21611.0,840.5619999999999
467,22810.0,21611.0,2206.6240000000007
468,21909.0,21611.0,516.171
469,20719.0,21611.0,1277.175
470,22507.0,21611.0,1715.167
471,23114.0,21611.0,2754.5250000000005
472,21910.0,21611.0,676.769
473,21908.0,21611.0,876.404
474,21614.0,21611.0,1445.9989999999998
475,22811.0,21611.0,2321.38
476,20720.0,21611.0,1588.8799999999999
477,21315.0,21611.0,1160.6049999999998
478,20425.0,21611.0,2039.0279999999998
479,22209.0,21611.0,1437.005
480,22509.0,21611.0,2313.905
481,22809.0,21611.0,1974.043
482,21019.0,21611.0,2288.368
483,22207.0,21611.0,1038.189
484,22506.0,21611.0,1521.702
485,22812.0,21611.0,2793.8430000000003
486,21314.0,21611.0,797.025
487,22210.0,21611.0,1807.483
488,21912.0,21611.0,1836.151
489,22208.0,21611.0,1233.7330000000002
490,21612.0,21611.0,527.7010000000001
491,21613.0,21611.0,985.666
492,21017.0,21611.0,1160.589
493,22505.0,21611.0,1294.7459999999999
494,23113.0,21611.0,2583.6220000000008
495,21911.0,21611.0,910.0819999999999
496,20426.0,21611.0,2165.714
497,22206.0,21611.0,862.5740000000001
498,21614.0,21612.0,1016.941
499,21016.0,21612.0,1067.3429999999998
500,22811.0,21612.0,2101.1340000000005
501,21909.0,21612.0,706.1320000000001
502,21018.0,21612.0,1131.8680000000002
503,21613.0,21612.0,495.04699999999997
504,22210.0,21612.0,1585.681
505,22809.0,21612.0,1800.3649999999998
506,21912.0,21612.0,1614.3490000000002
507,22209.0,21612.0,1216.759
508,22508.0,21612.0,1661.7989999999995
509,22206.0,21612.0,1381.609
510,22812.0,21612.0,2572.041
511,21017.0,21612.0,885.671
512,22505.0,21612.0,1660.7570000000003
513,20719.0,21612.0,1503.9560000000006
514,21019.0,21612.0,1879.185
515,20720.0,21612.0,1328.274
516,23114.0,21612.0,2534.2790000000005
517,22509.0,21612.0,2092.1029999999996
518,20721.0,21612.0,1323.6
519,22506.0,21612.0,1349.4930000000002
520,22208.0,21612.0,1013.575
521,21908.0,21612.0,1397.6100000000001
522,21314.0,21612.0,414.4339999999999
523,21315.0,21612.0,750.83
524,23113.0,21612.0,2363.4640000000004
525,21316.0,21612.0,1088.5290000000002
526,21910.0,21612.0,456.6109999999999
527,22207.0,21612.0,904.174
528,20426.0,21612.0,1992.3199999999997
529,21313.0,21612.0,631.8980000000001
530,21611.0,21612.0,527.701
531,21911.0,21612.0,688.2800000000001
532,22507.0,21612.0,1494.9209999999998
533,20425.0,21612.0,1865.6339999999996
534,22810.0,21612.0,1986.4660000000003
535,21018.0,21613.0,959.924
536,21910.0,21613.0,628.691
537,22812.0,21613.0,2393.6130000000003
538,22207.0,21613.0,1370.3019999999997
539,21019.0,21613.0,1511.3420000000003
540,20721.0,21613.0,1284.7610000000002
541,21912.0,21613.0,1245.615
542,21611.0,21613.0,985.6659999999999
543,21911.0,21613.0,509.85200000000003
544,22208.0,21613.0,902.6010000000001
545,21314.0,21613.0,716.3879999999999
546,21316.0,21613.0,716.222
547,21315.0,21613.0,381.0
548,21612.0,21613.0,495.0470000000001
549,22508.0,21613.0,1512.6489999999997
550,22506.0,21613.0,1646.434
551,22507.0,21613.0,1345.7709999999997
552,20426.0,21613.0,2197.2499999999995
553,21017.0,21613.0,1231.537
554,20425.0,21613.0,2070.564
555,20719.0,21613.0,1810.8329999999999
556,23113.0,21613.0,2219.6980000000003
557,22809.0,21613.0,1894.027
558,22811.0,21613.0,1951.984
559,21909.0,21613.0,1174.5280000000002
560,23114.0,21613.0,2385.129
561,21614.0,21613.0,541.129
562,22209.0,21613.0,1062.546
563,22210.0,21613.0,1407.253
564,22509.0,21613.0,1913.675
565,22810.0,21613.0,1843.18
566,21313.0,21613.0,1056.038
567,21016.0,21613.0,1489.7199999999998
568,22206.0,21613.0,1847.737
569,20720.0,21613.0,1533.2040000000004
570,21908.0,21613.0,1840.2180000000008
571,22505.0,21613.0,2126.885
572,21019.0,21614.0,1425.9740000000002
573,21910.0,21614.0,1169.82
574,22506.0,21614.0,2173.4020000000005
575,22809.0,21614.0,2420.995
576,21315.0,21614.0,737.53
577,22810.0,21614.0,1938.774
578,20721.0,21614.0,1231.1330000000003
579,22507.0,21614.0,1662.6779999999999
580,22207.0,21614.0,1893.152
581,23113.0,21614.0,2274.1069999999995
582,21908.0,21614.0,2300.5510000000013
583,20426.0,21614.0,2208.8099999999995
584,22208.0,21614.0,1406.4640000000002
585,21912.0,21614.0,1160.22
586,20720.0,21614.0,1522.132
587,22209.0,21614.0,927.263
588,21017.0,21614.0,1612.8059999999996
589,22210.0,21614.0,1428.8419999999999
590,21314.0,21614.0,1102.5810000000004
591,23114.0,21614.0,2288.618
592,21911.0,21614.0,679.29
593,21316.0,21614.0,339.39599999999996
594,21018.0,21614.0,943.1150000000001
595,21612.0,21614.0,1016.9410000000001
596,22505.0,21614.0,2621.3290000000006
597,22509.0,21614.0,1798.6539999999998
598,22508.0,21614.0,1325.369
599,22812.0,21614.0,2278.5919999999996
600,21313.0,21614.0,1497.556
601,21909.0,21614.0,1696.422
602,20719.0,21614.0,1984.9549999999997
603,22811.0,21614.0,1764.704
604,20425.0,21614.0,2082.124
605,21016.0,21614.0,1922.3049999999998
606,21613.0,21614.0,541.1289999999999
607,22206.0,21614.0,2308.5730000000012
608,21611.0,21614.0,1445.9989999999998
609,20426.0,21908.0,2882.6809999999996
610,23113.0,21908.0,2366.5510000000004
611,21611.0,21908.0,876.4040000000001
612,21910.0,21908.0,1239.0479999999998
613,22206.0,21908.0,639.64
614,22509.0,21908.0,2322.237
615,20721.0,21908.0,2581.680999999999
616,22810.0,21908.0,1989.5529999999999
617,21314.0,21908.0,1647.57
618,22809.0,21908.0,1751.7259999999999
619,21313.0,21908.0,1253.5749999999998
620,21912.0,21908.0,2661.394
621,22209.0,21908.0,1558.8049999999996
622,22508.0,21908.0,1729.81
623,21909.0,21908.0,708.196
624,22506.0,21908.0,1299.385
625,22811.0,21908.0,2169.145
626,22208.0,21908.0,1035.032
627,21017.0,21908.0,2009.398
628,22210.0,21908.0,2352.487
629,23114.0,21908.0,2582.3709999999996
630,21018.0,21908.0,2391.8839999999996
631,22507.0,21908.0,1512.8039999999999
632,21612.0,21908.0,1397.61
633,21316.0,21908.0,2351.6169999999997
634,20719.0,21908.0,2125.6330000000003
635,21911.0,21908.0,1739.2550000000003
636,21315.0,21908.0,2012.6209999999999
637,21614.0,21908.0,2300.5509999999995
638,22812.0,21908.0,2802.1750000000006
639,20720.0,21908.0,2437.3539999999994
640,21613.0,21908.0,1840.218
641,22207.0,21908.0,815.872
642,22505.0,21908.0,1072.4289999999999
643,21019.0,21908.0,3140.383999999999
644,21016.0,21908.0,1614.615
645,20425.0,21908.0,2755.994999999999
646,23113.0,21909.0,2081.3420000000006
647,21910.0,21909.0,546.697
648,21316.0,21909.0,1754.659
649,22509.0,21909.0,1848.4180000000003
650,22507.0,21909.0,1224.9830000000004
651,21911.0,21909.0,1046.904
652,20720.0,21909.0,1847.4600000000003
653,20719.0,21909.0,1793.3459999999998
654,21613.0,21909.0,1174.528
655,21614.0,21909.0,1696.422
656,22812.0,21909.0,2328.3559999999993
